Name/ID,Parent,companyId,confidence,date,isDeleted,isProcessed,labels,location,originalImageUrl,processedImageUrl,project_id,regions,severity
name=150735%20%282%29.JPG2019-08-08_18-54-52_1,"Key(Company, '345', Project, 'test_project_id')",345,[0.9470511674880981],"Aug 03, 2019",False,True,Misaligned Hardware,"[37.4207051922302, -121.71119555930815]",https://storage.googleapis.com/buzz_statging_images/150735%20%282%29.JPG2019-08-08_18-54-52,https://storage.googleapis.com/buzz-staging-processed-images/150735%20%282%29.JPG2019-08-08_18-54-52,test_project_id,"[[174, 291, 2899, 3159]]",Medium
name=151237.jpg2019-08-08_18-56-19_1,"Key(Company, '345', Project, 'test_project_id')",345,[0.8365911245346069],"Aug 08, 2019",False,True,Marker Balls,"[37.44984773557171, -121.95395960616989]",https://storage.googleapis.com/buzz_statging_images/151237.jpg2019-08-08_18-56-19,https://storage.googleapis.com/buzz-staging-processed-images/151237.jpg2019-08-08_18-56-19,test_project_id,"[[0, 202, 1684, 2773]]",None
name=170427_processed_2019-08-08_1,"Key(Company, '345', Project, 'test_project_id')",345,"[0.9850923418998718, 0.9525611400604248, 0.9143374562263489, 0.8535043597221375]","Jul 20, 2019",False,True,Polymer Insulators Flashed,"[37.408506489049, -122.16886144550578]",https://storage.googleapis.com/buzz_statging_images/170427_processed_2019-08-08,https://storage.googleapis.com/buzz-staging-processed-images/170427_processed_2019-08-08,test_project_id,"[[865, 1362, 1191, 1750], [540, 1410, 823, 1714], [615, 1742, 1131, 3175], [19, 1492, 630, 2085]]",High
name=170427_processed_2019-08-08_2,"Key(Company, '345', Project, 'test_project_id')",345,"[0.9850923418998718, 0.9525611400604248, 0.9143374562263489, 0.8535043597221375]","Jul 20, 2019",False,True,Polymer Insulator Good,"[37.408506489049, -122.16886144550578]",https://storage.googleapis.com/buzz_statging_images/170427_processed_2019-08-08,https://storage.googleapis.com/buzz-staging-processed-images/170427_processed_2019-08-08,test_project_id,"[[865, 1362, 1191, 1750], [540, 1410, 823, 1714], [615, 1742, 1131, 3175], [19, 1492, 630, 2085]]",High
name=170430_processed_2019-08-08_1,"Key(Company, '345', Project, 'test_project_id')",345,"[0.7616704702377319, 0.7037530541419983, 0.49369385838508606]","Aug 08, 2019",False,True,Cotter Pin Good,"[37.343175075814464, -122.20079450961047]",https://storage.googleapis.com/buzz_statging_images/170430_processed_2019-08-08,https://storage.googleapis.com/buzz-staging-processed-images/170430_processed_2019-08-08,test_project_id,"[[56, 191, 1649, 2149], [1457, 1959, 1557, 2016], [0, 0, 1100, 1529]]",High
name=170430_processed_2019-08-08_2,"Key(Company, '345', Project, 'test_project_id')",345,"[0.7616704702377319, 0.7037530541419983, 0.49369385838508606]","Aug 08, 2019",False,True,Polymer Insulator Good,"[37.343175075814464, -122.20079450961047]",https://storage.googleapis.com/buzz_statging_images/170430_processed_2019-08-08,https://storage.googleapis.com/buzz-staging-processed-images/170430_processed_2019-08-08,test_project_id,"[[56, 191, 1649, 2149], [1457, 1959, 1557, 2016], [0, 0, 1100, 1529]]",High
name=170430_processed_2019-08-08_3,"Key(Company, '345', Project, 'test_project_id')",345,"[0.7616704702377319, 0.7037530541419983, 0.49369385838508606]","Aug 08, 2019",False,True,Polymer Insulators Contaminated,"[37.343175075814464, -122.20079450961047]",https://storage.googleapis.com/buzz_statging_images/170430_processed_2019-08-08,https://storage.googleapis.com/buzz-staging-processed-images/170430_processed_2019-08-08,test_project_id,"[[56, 191, 1649, 2149], [1457, 1959, 1557, 2016], [0, 0, 1100, 1529]]",High
name=170949%20%282%29_processed_2019-08-08_1,"Key(Company, '345', Project, 'test_project_id')",345,[0.9897809028625488],"Aug 01, 2019",False,True,Nests,"[37.44631774185217, -122.07307584924344]",https://storage.googleapis.com/buzz_statging_images/170949%20%282%29_processed_2019-08-08,https://storage.googleapis.com/buzz-staging-processed-images/170949%20%282%29_processed_2019-08-08,test_project_id,"[[294, 330, 1345, 2685]]",Low
name=1_processed_2019-08-09_1,"Key(Company, '345', Project, 'test_project_id')",345,[0.6382261514663696],"Aug 09, 2019",False,True,Porcelain Insulators Contaminated,"[37.52188991115337, -122.22885537409249]",https://storage.googleapis.com/buzz_statging_images/1_processed_2019-08-09,https://storage.googleapis.com/buzz-staging-processed-images/1_processed_2019-08-09,test_project_id,"[[24, 2, 157, 281]]",High
name=3_processed_2019-08-09_1,"Key(Company, '345', Project, 'test_project_id')",345,[0.46990489959716797],"Jul 20, 2019",False,True,Porcelain Insulators Good,"[37.380514082434736, -122.05223757354327]",https://storage.googleapis.com/buzz_statging_images/3_processed_2019-08-09,https://storage.googleapis.com/buzz-staging-processed-images/3_processed_2019-08-09,test_project_id,"[[18, 49, 213, 375]]",None
name=4_processed_2019-08-09_1,"Key(Company, '345', Project, 'test_project_id')",345,"[0.6030643582344055, 0.4564182758331299]","Jul 21, 2019",False,True,Porcelain Insulators Good,"[37.4049073513552, -122.26214948726403]",https://storage.googleapis.com/buzz_statging_images/4_processed_2019-08-09,https://storage.googleapis.com/buzz-staging-processed-images/4_processed_2019-08-09,test_project_id,"[[29, 49, 374, 141], [0, 176, 408, 603]]",None
name=image%20%281%29_processed_2019-08-09_1,"Key(Company, '345', Project, 'test_project_id')",345,"[0.892641007900238, 0.6683432459831238, 0.4555899500846863]","Aug 09, 2019",False,True,Ground Bonds Broken,"[37.53612543267818, -122.1824238889523]",https://storage.googleapis.com/buzz_statging_images/image%20%281%29_processed_2019-08-09,https://storage.googleapis.com/buzz-staging-processed-images/image%20%281%29_processed_2019-08-09,test_project_id,"[[1081, 331, 1179, 590], [465, 684, 606, 773], [398, 369, 562, 479]]",High
name=image%20%281%29_processed_2019-08-09_2,"Key(Company, '345', Project, 'test_project_id')",345,"[0.892641007900238, 0.6683432459831238, 0.4555899500846863]","Aug 09, 2019",False,True,Bird Guard,"[37.53612543267818, -122.1824238889523]",https://storage.googleapis.com/buzz_statging_images/image%20%281%29_processed_2019-08-09,https://storage.googleapis.com/buzz-staging-processed-images/image%20%281%29_processed_2019-08-09,test_project_id,"[[1081, 331, 1179, 590], [465, 684, 606, 773], [398, 369, 562, 479]]",High
name=new2_processed_2019-08-08_1,"Key(Company, '345', Project, 'test_project_id')",345,[0.5808216333389282],"Aug 08, 2019",False,True,Porcelain Insulators Good,"[37.39905918175748, -122.28934285440872]",https://storage.googleapis.com/buzz_statging_images/new2_processed_2019-08-08,https://storage.googleapis.com/buzz-staging-processed-images/new2_processed_2019-08-08,test_project_id,"[[200, 117, 319, 149]]",None
name=timmy-turner_processed_2019-08-14_1,"Key(Company, '345', Project, 'test_project_id')",345,[0.7506536245346069],"Aug 14, 2019",False,True,Misaligned Hardware,"[37.477488913270896, -122.22324499184515]",https://storage.googleapis.com/buzz_statging_images/timmy-turner_processed_2019-08-14,https://storage.googleapis.com/buzz-staging-processed-images/timmy-turner_processed_2019-08-14,test_project_id,"[[3, 0, 1219, 1252]]",Medium
